sep=;
SIN;LAST NAME;FIRST NAME;GENDER;EMAIL;BIRTHDATE;ADDRESS;LANGUAGE;SALARY;MARITAL STATUS;EMPLOYEE NUMBER;HIRE DATE;INSURANCE;FAKETAG
618857114;DAVID;COX;M;DAVID.COX@ia.ca;1954-04-16;4 Elm Street, Windsor VT 05089;E;226104$;single;754900;1970-09-14;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
368773826;KATHRYN;WOLF;F;KATHRYN.WOLF@gmail.com;1953-04-27;3140 Commander Drive, Louisville KY 40220;F;166476$;divorced;908499;2010-10-29;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
764554887;HESTER;WOODARD;F;HESTER.WOODARD@hotmail.com;1969-07-25;22825 Paseo Place, Hayward CA 94541;F;135447$;maried;779384;1985-12-16;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
302488069;OLEN;RAMSEY;M;OLEN.RAMSEY@ia.ca;1988-05-15;5264 Shafter Avenue, Oakland CA 94618;F;129801$;single;339520;2014-04-10;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
551372840;LEON;JAMES;M;LEON.JAMES@gmail.com;1920-09-15;7910 West Krall Street, Glendale AZ 85303;E;261523$;divorced;570900;2019-02-06;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
525748018;ESTHER;MERRITT;F;ESTHER.MERRITT@agc.ia.ca;1926-01-14;99 Pond Avenue, Brookline MA 02445;E;114676$;single;835216;1980-12-21;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
326502572;AUGUSTINE;SHARPE;M;AUGUSTINE.SHARPE@outlook.com;1968-01-16;2716 30th Street Southeast, Washington DC 20020;F;161039$;widowed;810408;2022-11-25;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
685532756;RICH;RAYMOND;M;RICH.RAYMOND@gmail.com;1939-02-09;802 Madison Street Northwest, Washington DC 20011;F;145720$;divorced;052732;1979-05-21;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
615231750;LYNN;MCMAHON;M;LYNN.MCMAHON@ia.ca;1965-06-24;222 Plymouth Street, Middleborough MA 02346;E;60642$;divorced;578926;1973-04-15;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
278811518;LYNETTE;SHAW;F;LYNETTE.SHAW@outlook.com;1933-09-26;136 Acacia Drive, Blue Lake CA 95525;F;268558$;divorced;379705;2013-11-09;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
517853768;TOD;RUSSO;M;TOD.RUSSO@ia.ca;1981-08-05;827 10th Street Northeast, Washington DC 20002;F;224252$;divorced;381033;1993-10-28;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
700350564;JULIAN;NORTON;M;JULIAN.NORTON@agc.ia.ca;1998-07-21;1650 Garland Avenue, Fayetteville AR 72703;E;233282$;single;365175;2004-05-07;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
752174375;VIRGIE;HOBBS;F;VIRGIE.HOBBS@outlook.com;1986-07-08;1644 New Jersey Avenue Northwest, Washington DC 20001;E;156697$;single;052629;2010-09-22;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
587502543;JANICE;NEWTON;F;JANICE.NEWTON@hotmail.com;1936-08-11;1689 Fisher Pond Road, Saint Albans City VT 05478;F;48953$;divorced;388619;1970-12-04;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
617367651;LOWELL;GILES;M;LOWELL.GILES@gmail.com;1987-10-10;236 Alden Road, Hayward CA 94541;E;170258$;single;696590;1980-01-28;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
368345310;MARCELLA;STONE;F;MARCELLA.STONE@gmail.com;1983-08-17;3579 2nd Avenue, Edgewater MD 21037;F;110465$;single;709422;1973-07-14;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
645367871;EDWARD;LUNA;M;EDWARD.LUNA@agc.ia.ca;1946-11-27;4439 Gale Street, Livermore CA 94550;F;205507$;common-law partner;954923;2011-10-10;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
686660267;VIRGIL;DUNLAP;M;VIRGIL.DUNLAP@agc.ia.ca;1939-07-24;2900 North Western Avenue, Edmond OK 73012;F;228539$;common-law partner;855325;2003-11-24;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
118563568;DEE;SLOAN;M;DEE.SLOAN@agc.ia.ca;1926-08-18;22572 Toreador Drive, Salinas CA 93908;E;131125$;common-law partner;864206;1975-12-02;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
773474770;BRIDGETT;KNIGHT;F;BRIDGETT.KNIGHT@ia.ca;1964-12-31;23 Sable Run Lane, Methuen MA 01844;E;68474$;single;320491;1986-03-20;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
571786672;DICK;MAYO;M;DICK.MAYO@gmail.com;1962-04-30;9321 Amy Lane, Panama City Beach FL 32407;F;110037$;common-law partner;441039;2005-04-26;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
568448617;PAT;CAMERON;F;PAT.CAMERON@ia.ca;1964-02-12;1700 William E Summers III Avenue, Louisville KY 40211;F;86413$;widowed;033481;2018-08-09;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
522782051;BRIDGETT;MENDOZA;F;BRIDGETT.MENDOZA@gmail.com;1958-10-02;2100 Sandy Creek Trail, Edmond OK 73013;E;77900$;single;241236;2017-10-05;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
380344739;LARRY;KOCH;M;LARRY.KOCH@ia.ca;1938-04-25;6140 Fenton Street, Arvada CO 80003;F;51649$;single;350846;1972-01-14;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
147815062;KEVEN;WHITE;M;KEVEN.WHITE@gmail.com;1978-04-06;11225 West 79th Drive, Arvada CO 80005;F;168112$;common-law partner;897631;1982-08-08;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
225767078;SHERMAN;CLARK;M;SHERMAN.CLARK@hotmail.com;1973-09-22;653 Stratton Arlington Road, Stratton VT 05360;F;242095$;widowed;833971;2007-10-23;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
144534039;ANGEL;PAYNE;M;ANGEL.PAYNE@gmail.com;1960-08-11;3147 West Old Farmington Road, Fayetteville AR 72704;E;185017$;widowed;111942;1971-04-20;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
166787820;TRINA;STEWART;F;TRINA.STEWART@outlook.com;1978-08-05;5222 West Laurie Lane, Glendale AZ 85302;E;48595$;maried;821732;1986-06-17;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
236650776;SUSANNA;VAZQUEZ;F;SUSANNA.VAZQUEZ@ia.ca;1943-04-10;9805 Meadow Vale Drive, Louisville KY 40242;E;216995$;divorced;837097;1971-07-15;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
241702281;VIOLET;ZAMORA;F;VIOLET.ZAMORA@hotmail.com;1986-12-10;4385 Wares Ferry Road, Montgomery AL 36109;F;123248$;single;191591;2021-10-16;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
578430316;CLEVELAND;CARPENTER;M;CLEVELAND.CARPENTER@ia.ca;1994-05-20;6049 Quail Street, Arvada CO 80004;E;50112$;divorced;204760;2017-07-09;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
371683152;TRACEY;ALVARADO;M;TRACEY.ALVARADO@gmail.com;1991-11-03;99 Pond Avenue, Brookline MA 02445;E;223512$;maried;455961;2003-06-17;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
525356200;SHELBY;FLETCHER;F;SHELBY.FLETCHER@gmail.com;1936-10-18;10124 Watsonville Road, Louisville KY 40272;F;56603$;divorced;480022;2002-08-17;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
277088357;CHANCE;BOONE;M;CHANCE.BOONE@hotmail.com;1924-03-26;560 Penstock Drive, Grass Valley CA 95945;E;137315$;divorced;849801;2021-02-19;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
274268010;COREY;BOYD;M;COREY.BOYD@agc.ia.ca;1989-10-04;1217 Bay Street, Tybee Island GA 31328;F;144043$;maried;102343;1990-03-10;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
712827476;OSVALDO;HANEY;M;OSVALDO.HANEY@outlook.com;1945-03-25;2811 Battery Place Northwest, Washington DC 20016;F;231866$;common-law partner;047747;1970-10-28;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
563180561;NAOMI;GOODWIN;F;NAOMI.GOODWIN@hotmail.com;1996-11-26;3228 Chettenham Drive, Rancho Cordova CA 95670;E;116908$;maried;237956;1980-06-23;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
305721177;OFELIA;CARPENTER;F;OFELIA.CARPENTER@hotmail.com;1983-05-31;562 South Pierremont Drive, Fayetteville AR 72701;E;167507$;single;626272;2003-01-12;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
334657871;LUZ;WILCOX;F;LUZ.WILCOX@gmail.com;1927-05-24;316 20th Street Northeast, Washington DC 20002;F;86685$;single;158046;2014-04-07;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
703724526;ADAN;DONOVAN;M;ADAN.DONOVAN@outlook.com;1979-01-13;56 Gardner Street, Manchester CT 06040;E;220139$;widowed;240216;1990-07-20;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
476788872;LEONOR;PATE;F;LEONOR.PATE@ia.ca;1933-06-06;150 Manistee Drive, Panama City Beach FL 32413;E;244104$;maried;010240;1998-10-30;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
651037020;NATALIA;BRANCH;F;NATALIA.BRANCH@gmail.com;1971-08-21;422 Richmond Street, El Cerrito CA 94530;F;46944$;divorced;537864;2004-02-28;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
585357809;TAD;PERKINS;M;TAD.PERKINS@agc.ia.ca;1953-04-24;7024 Johnny Mercer Boulevard, Savannah GA 31410;E;206690$;divorced;522834;2021-03-19;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
575237383;LANA;BLAIR;F;LANA.BLAIR@outlook.com;1989-03-30;11 Meeting Place Circle, Boxford MA 01921;F;66729$;common-law partner;277211;1988-01-19;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
254466584;SHELLY;HUBER;F;SHELLY.HUBER@hotmail.com;1984-10-08;65 Jones Lane, Montevallo AL 35115;F;67966$;common-law partner;633132;2000-09-20;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
657810271;SHERRI;BAKER;F;SHERRI.BAKER@ia.ca;1978-10-17;37 East Broad Street, Savannah GA 31401;F;246999$;divorced;182885;1990-08-01;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
142863570;MARGERY;GUY;F;MARGERY.GUY@outlook.com;1981-04-16;6450 West Bethany Home Road, Glendale AZ 85301;F;47313$;divorced;455984;2021-12-04;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
341042877;MAURICE;RICHARD;M;MAURICE.RICHARD@hotmail.com;1920-06-03;93 Hamlin Street, Manchester CT 06040;F;181908$;maried;214481;1990-09-03;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
251378436;LETICIA;SINGLETON;F;LETICIA.SINGLETON@ia.ca;1970-10-31;37 East Broad Street, Savannah GA 31401;F;95981$;common-law partner;710329;1992-05-03;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
564652279;DEWEY;CARSON;M;DEWEY.CARSON@gmail.com;1979-08-16;8 Kozera Avenue, Hadley MA 01035;E;39212$;common-law partner;572529;2019-02-09;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
253367726;HARRY;KEMP;M;HARRY.KEMP@hotmail.com;1928-03-04;3118 Sora Avenue, Louisville KY 40213;F;48169$;single;129701;1971-10-11;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
450165485;JOYCE;BRUCE;F;JOYCE.BRUCE@gmail.com;1963-03-07;10129 Spring Gate Drive, Louisville KY 40241;E;75460$;single;025774;1989-02-18;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
741335418;CAITLIN;BUSH;F;CAITLIN.BUSH@hotmail.com;1990-01-12;6 Oak Street, Town of Rockingham VT 05101;E;120376$;common-law partner;272666;2003-04-17;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
610426454;WALLACE;WISE;M;WALLACE.WISE@gmail.com;1932-09-27;403 Turkey Creek Road, Mathews AL 36052;F;152781$;widowed;610962;2010-06-17;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
745375501;CASSANDRA;SCHNEIDER;F;CASSANDRA.SCHNEIDER@hotmail.com;1998-05-03;2313 Vegas Avenue, Castro Valley CA 94546;F;36260$;common-law partner;331324;2015-03-03;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
221670425;JAMIE;OCHOA;M;JAMIE.OCHOA@hotmail.com;1977-12-20;7030 West Krall Street, Glendale AZ 85303;F;91307$;common-law partner;957417;1978-05-05;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
741874283;DARRYL;COOPER;M;DARRYL.COOPER@hotmail.com;1967-09-13;152 Holly Court, Mountain View CA 94043;F;82520$;widowed;171772;1980-12-27;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
408582625;LELA;AUSTIN;F;LELA.AUSTIN@gmail.com;1995-07-11;8064 Claytie Circle, Nashville TN 37221;E;58570$;common-law partner;463348;1998-02-25;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
536031529;KELLI;HARRELL;F;KELLI.HARRELL@gmail.com;1974-07-04;2577 Rhode Island Avenue Northeast, Washington DC 20018;E;216419$;widowed;530624;1979-02-27;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
323205161;BOBBIE;STARK;F;BOBBIE.STARK@outlook.com;1984-08-15;122 Summer Street, Medford MA 02155;F;136751$;maried;863384;2014-03-05;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
267301620;ODIS;KAUFMAN;M;ODIS.KAUFMAN@agc.ia.ca;1964-05-28;2139 Glynnwood Drive, Savannah GA 31404;E;40308$;maried;273673;2007-03-12;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
331644021;MADELINE;SCHNEIDER;F;MADELINE.SCHNEIDER@outlook.com;1936-09-08;7 Underwood Place Northwest, Washington DC 20012;F;269869$;maried;697760;1995-10-20;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
302723002;PEDRO;SHIELDS;M;PEDRO.SHIELDS@agc.ia.ca;1994-02-17;8043 Cranberry Street, Anchorage AK 99502;F;121089$;single;497525;2001-04-03;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
324367218;AISHA;DUDLEY;F;AISHA.DUDLEY@ia.ca;1949-01-02;2335 Orchard View Lane, Escondido CA 92027;F;210418$;maried;183130;2006-04-20;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
544038375;JOSEPH;BEARD;M;JOSEPH.BEARD@hotmail.com;1956-02-20;1030 Lake Claire Drive, Annapolis MD 21409;F;122494$;common-law partner;295589;1979-01-24;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
220856041;NOEMI;STEELE;F;NOEMI.STEELE@gmail.com;1943-04-27;1644 Queenstown Road, Nichols Hills OK 73116;E;30967$;widowed;945747;2013-10-13;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
535056675;ELDON;COCHRAN;M;ELDON.COCHRAN@ia.ca;1997-03-04;239 Eastern Avenue, Fayetteville AR 72701;E;91285$;single;551982;1995-10-26;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
587332230;JERRY;PECK;F;JERRY.PECK@outlook.com;1998-05-28;1835 Pointer Lane, Fayetteville AR 72701;E;283610$;widowed;699724;1989-02-20;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
245042353;MIGUEL;ACOSTA;M;MIGUEL.ACOSTA@gmail.com;1997-01-08;11 Meeting Place Circle, Boxford MA 01921;F;252567$;widowed;988889;2005-09-01;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
234667814;WALLACE;GUTHRIE;M;WALLACE.GUTHRIE@gmail.com;1953-05-25;113 Hammarlee Road, Glen Burnie MD 21060;E;202719$;single;320185;1974-01-15;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
261665616;TERRANCE;DODSON;M;TERRANCE.DODSON@gmail.com;1935-08-29;406 East Waldburg Street, Savannah GA 31401;E;230678$;divorced;355631;2002-05-29;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
737141382;TRACEY;BRADFORD;F;TRACEY.BRADFORD@outlook.com;1993-03-10;17878 Front Beach Road, Panama City Beach FL 32413;E;152010$;divorced;031013;1976-07-19;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
552204505;SUMMER;LOPEZ;F;SUMMER.LOPEZ@hotmail.com;1936-08-30;8378 Cole Street, Arvada CO 80005;E;240981$;maried;996647;1993-07-13;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
260632211;MARIA;CHAPMAN;F;MARIA.CHAPMAN@ia.ca;1955-05-18;136 Acacia Drive, Blue Lake CA 95525;F;164786$;common-law partner;359220;2010-01-28;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
101022564;WOODROW;HERNANDEZ;M;WOODROW.HERNANDEZ@agc.ia.ca;1971-12-17;8595 West 81st Drive, Arvada CO 80005;F;216981$;single;641163;1987-01-04;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
633803440;BRITTANY;POWELL;F;BRITTANY.POWELL@hotmail.com;1950-09-24;1987 Boxer Court, San Lorenzo CA 94580;E;116654$;divorced;102836;2007-04-06;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
723737763;REINALDO;BLAIR;M;REINALDO.BLAIR@ia.ca;1967-10-18;6080 Frontier Lane, Nashville TN 37211;E;65873$;maried;419398;1985-02-28;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
250536612;ESTEBAN;BUCKLEY;M;ESTEBAN.BUCKLEY@outlook.com;1988-08-20;9 Pierce Road, Watertown MA 02472;F;100718$;widowed;919259;2018-02-27;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
123772436;CLEMENT;WILKINS;M;CLEMENT.WILKINS@outlook.com;1930-03-14;7401 North 61st Drive, Glendale AZ 85301;F;232161$;divorced;085824;1993-11-10;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
474832045;OMAR;BLAIR;M;OMAR.BLAIR@hotmail.com;1992-03-07;2903 West 31st Avenue, Anchorage AK 99517;F;28831$;divorced;147352;1975-07-07;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
664630357;LEVI;BRIGGS;M;LEVI.BRIGGS@ia.ca;1962-06-07;5385 Iris Street, Arvada CO 80002;E;82920$;maried;332498;2008-06-09;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
572304582;LISA;MCBRIDE;F;LISA.MCBRIDE@hotmail.com;1984-03-05;107 Laurel Green Court, Savannah GA 31419;F;274220$;widowed;814896;2021-03-01;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
116343146;LUCIEN;COLLINS;M;LUCIEN.COLLINS@gmail.com;1927-10-04;4600 Ritchie Highway, Baltimore MD 21225;F;180659$;single;653703;1985-03-17;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
361241268;ILENE;DILLARD;F;ILENE.DILLARD@outlook.com;1967-12-28;24147 Clinton Court, Hayward CA 94545;F;104815$;maried;940032;1972-06-26;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
366676864;GARTH;TERRY;M;GARTH.TERRY@hotmail.com;1968-02-04;325 East 7th Street, Edmond OK 73034;E;49767$;single;949009;1981-02-04;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
610164287;JOSEPHINE;SHARP;F;JOSEPHINE.SHARP@ia.ca;1960-09-07;14358 West 88th Place, Arvada CO 80005;E;269376$;common-law partner;414650;1996-02-05;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
301060174;JERRI;BOLTON;F;JERRI.BOLTON@ia.ca;1944-07-08;1211 Castine Court, Pasadena MD 21122;F;82130$;maried;524097;2000-11-24;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
388683815;CECIL;REID;M;CECIL.REID@outlook.com;1925-05-16;7998 Chase Circle, Arvada CO 80003;E;230129$;single;072625;1993-08-08;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
358463370;WARREN;WARD;M;WARREN.WARD@hotmail.com;1997-09-11;9515 West 74th Avenue, Arvada CO 80005;E;263706$;common-law partner;754549;2000-07-03;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
201357803;REGINALD;CARSON;M;REGINALD.CARSON@outlook.com;1922-08-18;23 Sable Run Lane, Methuen MA 01844;E;34806$;single;932169;2002-09-04;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
211801071;SHELTON;SPENCE;M;SHELTON.SPENCE@hotmail.com;1928-12-09;122 East Hayes Street, Norman OK 73069;E;25617$;widowed;156718;2015-12-26;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
334313277;JUSTINE;CHURCH;F;JUSTINE.CHURCH@agc.ia.ca;1945-02-21;82 Linnmore Drive, Manchester CT 06040;E;266574$;maried;446556;2022-06-11;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
236830212;KELLY;HOFFMAN;F;KELLY.HOFFMAN@agc.ia.ca;1995-10-07;3623 Chateau Lane, Louisville KY 40219;E;217574$;divorced;308465;2015-01-27;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
647048362;DUANE;SUAREZ;M;DUANE.SUAREZ@ia.ca;1959-05-17;24 Lambert Street, Medford MA 02155;F;37640$;maried;028803;1981-03-24;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
575878749;CARLO;BLAIR;M;CARLO.BLAIR@outlook.com;1932-05-26;8358 WB&A Road, Severn MD 21144;E;114248$;widowed;140126;1994-08-05;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
203654405;GAIL;HERRERA;F;GAIL.HERRERA@hotmail.com;1957-06-12;8325 Northwest 19th Street, Oklahoma City OK 73127;F;218690$;divorced;899384;1974-06-12;Health care - Module 1, Dental care - Module 2;fakepurplepupleteam0006
182751230;JOSHUA;EMERSON;M;JOSHUA.EMERSON@hotmail.com;1944-01-31;2900 North Western Avenue, Edmond OK 73012;F;263067$;widowed;840339;2017-05-19;Health care - Module 3, Dental care - Module 1;fakepurplepupleteam0006
731751582;MAVIS;ALLISON;F;MAVIS.ALLISON@hotmail.com;1933-08-19;7841 North 59th Lane, Glendale AZ 85301;F;292108$;widowed;927270;2005-06-13;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
777456757;DORIS;COBB;F;DORIS.COBB@agc.ia.ca;1989-05-05;2285 Wold Run Drive, Fayetteville AR 72704;F;273315$;common-law partner;980733;1977-01-12;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
488887316;DONA;MULLEN;F;DONA.MULLEN@hotmail.com;1981-04-05;441 Merritt Avenue, Oakland CA 94610;F;142812$;single;729792;1974-02-08;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
700378383;MELISA;HAMPTON;F;MELISA.HAMPTON@ia.ca;1923-01-20;6231 North 59th Avenue, Glendale AZ 85301;F;157838$;maried;914788;1984-02-09;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
342330743;THERON;STEELE;M;THERON.STEELE@gmail.com;1975-03-04;3162 Martin Luther King Junior Boulevard, Fayetteville AR 72704;E;102657$;common-law partner;095342;1972-03-02;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
362526642;SHEREE;HAMILTON;F;SHEREE.HAMILTON@outlook.com;1985-08-14;2036 Gorgas Street, Montgomery AL 36106;F;186953$;widowed;527182;2021-11-04;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
647754076;BRANDIE;BRADY;F;BRANDIE.BRADY@gmail.com;1980-10-29;3729 East Mission Boulevard, Fayetteville AR 72703;E;126770$;maried;979560;1982-12-26;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
575835384;CARLA;PATTON;F;CARLA.PATTON@ia.ca;1995-07-13;43 Westminster Street, Pittsfield MA 01201;F;133070$;widowed;354559;1998-02-20;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
673353165;ROB;KELLER;M;ROB.KELLER@outlook.com;1956-01-14;566 Middle Turnpike East, Manchester CT 06040;F;204050$;common-law partner;954204;1990-04-15;Health care - Module 1, Dental care - Module 3;fakepurplepupleteam0006
303111462;JOHNATHON;TRAVIS;M;JOHNATHON.TRAVIS@ia.ca;1981-04-30;733 East DeRenne Avenue, Savannah GA 31405;E;184227$;divorced;126834;2007-01-05;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
581175684;SEYMOUR;LIVINGSTON;M;SEYMOUR.LIVINGSTON@gmail.com;1986-05-05;2508 Grant Avenue, Panama City FL 32405;E;139411$;maried;231291;1978-04-04;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
267612505;LOUIE;ROSE;M;LOUIE.ROSE@outlook.com;1948-08-16;39 Cottage Street, Athol MA 01331;E;248117$;common-law partner;833929;1975-01-20;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
151067584;ROSENDO;WRIGHT;M;ROSENDO.WRIGHT@agc.ia.ca;1980-02-10;302 Mcmillin Street, Nashville TN 37203;F;134337$;common-law partner;491455;2001-06-01;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
414808170;JOSEPH;HOPKINS;M;JOSEPH.HOPKINS@gmail.com;1992-09-08;128 East Oak Street, Louisville KY 40203;E;71918$;widowed;305912;1971-04-18;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
433865813;PABLO;TORRES;M;PABLO.TORRES@hotmail.com;1962-10-24;9 Brooklyn Street, Oakland VT 05488;E;102850$;divorced;800656;1973-03-19;Health care - Module 1, Dental care - Module 1;fakepurplepupleteam0006
246551147;ALDEN;ARNOLD;M;ALDEN.ARNOLD@hotmail.com;1959-01-11;11 North Vineyard Drive, Pueblo West CO 81007;F;166648$;divorced;095001;1992-02-24;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
206140501;JOHN;HOLDEN;M;JOHN.HOLDEN@gmail.com;1985-12-28;2335 Orchard View Lane, Escondido CA 92027;E;249997$;single;687737;1987-04-29;Health care - Module 2, Dental care - Module 3;fakepurplepupleteam0006
403023435;MICHAEL;MEADOWS;M;MICHAEL.MEADOWS@ia.ca;1980-06-18;1513 Cathy Street, Savannah GA 31415;F;223445$;widowed;336413;1980-04-12;Health care - Module 3, Dental care - Module 2;fakepurplepupleteam0006
256405143;KEN;ORTIZ;M;KEN.ORTIZ@hotmail.com;1980-11-13;119 Redwood Road, Manchester CT 06040;E;289191$;divorced;173477;2003-09-11;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
470478702;COLEEN;LANG;F;COLEEN.LANG@outlook.com;1941-08-05;20250 North 67th Avenue, Glendale AZ 85308;F;59752$;widowed;124257;1977-11-10;Health care - Module 2, Dental care - Module 1;fakepurplepupleteam0006
767062342;CLARK;HARRINGTON;M;CLARK.HARRINGTON@ia.ca;1963-02-20;445 South Potomac Circle, Aurora CO 80012;E;243180$;single;675703;2000-02-11;Health care - Module 2, Dental care - Module 2;fakepurplepupleteam0006
348353384;JULIET;VEGA;F;JULIET.VEGA@gmail.com;1976-09-19;361 Parmley Lane, Nashville TN 37207;F;140692$;common-law partner;121705;2013-09-26;Health care - Module 3, Dental care - Module 3;fakepurplepupleteam0006
